scaffold_12	11363450	11363761	scaffold_1	261124073	261124325	0.643891	+
scaffold_12	11399865	11400026	scaffold_1	22605837	22605998	0.583851	+
scaffold_12	11630940	11633158	scaffold_1	22459909	22462127	0.970243	+
scaffold_12	11633559	11633961	scaffold_1	22462528	22462930	0.863184	+
scaffold_12	11779332	11779778	scaffold_1	346790953	346791399	0.853700	+
scaffold_12	12170491	12170700	scaffold_1	349353798	349354003	0.702153	+
scaffold_12	12398671	12398876	scaffold_1	272114521	272114726	0.448780	+
scaffold_12	12399561	12399761	scaffold_1	272115554	272115754	0.455000	+
scaffold_12	12470543	12470739	scaffold_1	272092765	272092961	0.454082	+
scaffold_12	12523057	12523279	scaffold_1	122321021	122321244	0.730856	+
scaffold_12	23822396	23823100	scaffold_1	303636324	303637030	0.867898	+
scaffold_12	24505330	24505704	scaffold_1	184755251	184755627	0.532086	+
scaffold_12	24537969	24539089	scaffold_1	184768660	184769805	0.813393	+
scaffold_12	24716749	24717624	scaffold_1	210776603	210777487	0.930571	+
scaffold_12	24717010	24717635	scaffold_1	210776855	210777497	0.902400	+
scaffold_12	25023627	25023917	scaffold_1	346459452	346459742	0.729310	+
scaffold_12	25023854	25024014	scaffold_1	346460007	346460160	0.721875	+
scaffold_12	25024015	25024424	scaffold_1	346460161	346460589	0.801956	+
scaffold_12	25616249	25616584	scaffold_1	210262492	210262827	0.599254	+
scaffold_12	25856592	25856790	scaffold_1	21626173	21626371	0.707071	+
scaffold_12	25856741	25856979	scaffold_1	21626592	21626830	0.764706	+
scaffold_12	25856937	25857178	scaffold_1	21629523	21629764	0.746888	+
scaffold_12	25857093	25857257	scaffold_1	21631355	21631519	0.664634	+
scaffold_12	25857188	25857375	scaffold_1	21632173	21632360	0.679144	+
scaffold_12	25857338	25857478	scaffold_1	21633070	21633210	0.607143	+
scaffold_12	25857341	25857370	scaffold_1	21633061	21633090	1.000000	+
scaffold_12	25857389	25857438	scaffold_1	21633121	21633170	1.000000	+
scaffold_12	11921938	11922128	scaffold_1	35798497	35798686	0.696053	-
scaffold_12	11922171	11922329	scaffold_1	35798303	35798461	0.642405	-
scaffold_12	12724247	12724570	scaffold_1	241262832	241263156	0.822755	-
scaffold_12	12724605	12724882	scaffold_1	241262514	241262791	0.799639	-
scaffold_12	12728429	12728584	scaffold_1	241258811	241258966	0.651613	-
scaffold_12	12808538	12808700	scaffold_1	241299712	241299874	0.475309	-
scaffold_12	13209369	13209514	scaffold_1	383873411	383873556	0.606897	-
scaffold_12	13339392	13339542	scaffold_1	383765378	383765528	0.610000	-
scaffold_12	13502457	13502583	scaffold_1	383597991	383598117	0.531746	-
scaffold_12	13686478	13686613	scaffold_1	198993815	198993950	0.503704	-
scaffold_12	31109318	31110402	scaffold_1	321368407	321369906	0.936347	-
scaffold_12	31110240	31110284	scaffold_1	321368940	321368984	1.000000	-
scaffold_12	31110324	31111164	scaffold_1	321368064	321368903	0.953571	-
scaffold_12	31111165	31112879	scaffold_1	321366361	321368063	0.959452	-
scaffold_12	31112826	31113007	scaffold_1	321359332	321359513	0.530387	-
scaffold_12	31114592	31114740	scaffold_1	321364276	321364424	0.601351	-
scaffold_12	31304713	31304744	scaffold_1	218929651	218929681	0.870968	-
scaffold_12	31306125	31306318	scaffold_1	218929217	218929410	0.637306	-
scaffold_12	1806213	1807146	scaffold_2	279122690	279123598	0.810289	+
scaffold_12	1808718	1808907	scaffold_2	279125311	279125500	0.703704	+
scaffold_12	1812726	1813021	scaffold_2	279129320	279129613	0.776271	+
scaffold_12	1813054	1813233	scaffold_2	279129607	279129786	0.635475	+
scaffold_12	4990678	4991207	scaffold_2	158872272	158872806	0.778828	+
scaffold_12	4991213	4992014	scaffold_2	158872827	158873619	0.765918	+
scaffold_12	4992065	4992876	scaffold_2	158873636	158874475	0.821208	+
scaffold_12	4993276	4993553	scaffold_2	158874874	158875151	0.761733	+
scaffold_12	4997260	4997523	scaffold_2	158878855	158879118	0.731939	+
scaffold_12	4997365	4997493	scaffold_2	130104760	130104888	0.527344	+
scaffold_12	5005504	5005679	scaffold_2	130100763	130100938	0.495714	+
scaffold_12	5032397	5032618	scaffold_2	130050537	130050764	0.713801	+
scaffold_12	5032630	5032758	scaffold_2	130050712	130050840	0.554688	+
scaffold_12	5296853	5297139	scaffold_2	14963180	14963466	0.522727	+
scaffold_12	5297586	5297853	scaffold_2	14963913	14964180	0.581461	+
scaffold_12	5380950	5381509	scaffold_2	15112075	15112636	0.864490	+
scaffold_12	5381808	5382674	scaffold_2	15112948	15113815	0.883083	+
scaffold_12	5396491	5397098	scaffold_2	158872195	158872807	0.836079	+
scaffold_12	5397102	5397434	scaffold_2	158872826	158873159	0.749247	+
scaffold_12	5397480	5397944	scaffold_2	158873196	158873659	0.748922	+
scaffold_12	5398054	5398766	scaffold_2	158873763	158874475	0.832865	+
scaffold_12	5399165	5399442	scaffold_2	158874874	158875151	0.761733	+
scaffold_12	5403148	5403410	scaffold_2	158878855	158879117	0.732824	+
scaffold_12	7743443	7743586	scaffold_2	112096059	112096202	0.587413	+
scaffold_12	7743602	7743795	scaffold_2	112096225	112096418	0.590674	+
scaffold_12	7747520	7747772	scaffold_2	112100138	112100390	0.724206	+
scaffold_12	7748527	7748650	scaffold_2	112101146	112101269	0.556911	+
scaffold_12	7923341	7924872	scaffold_2	97406226	97407871	0.905617	+
scaffold_12	7924885	7925024	scaffold_2	97407880	97408019	0.616906	+
scaffold_12	7925716	7926025	scaffold_2	97408712	97409021	0.807443	+
scaffold_12	7929660	7929893	scaffold_2	97412653	97412886	0.760730	+
scaffold_12	7929864	7930018	scaffold_2	97412894	97413048	0.603896	+
scaffold_12	27968702	27969141	scaffold_2	147010483	147010932	0.802392	+
scaffold_12	27968918	27968952	scaffold_2	147010691	147010725	1.000000	+
scaffold_12	27968980	27969009	scaffold_2	147010771	147010800	1.000000	+
scaffold_12	27969019	27969044	scaffold_2	147010810	147010835	1.000000	+
scaffold_12	27969049	27969245	scaffold_2	147010840	147011035	0.698980	+
scaffold_12	27971299	27971829	scaffold_2	147011001	147011530	0.816981	+
scaffold_12	5087546	5088102	scaffold_2	130106881	130107468	0.768435	-
scaffold_12	5209038	5209393	scaffold_2	129907089	129907444	0.830986	-
scaffold_12	5213058	5213174	scaffold_2	129903325	129903441	0.534483	-
scaffold_12	5214106	5214937	scaffold_2	129901548	129902406	0.854091	-
scaffold_12	5214949	5215496	scaffold_2	129900461	129901008	0.840494	-
